"","hgnc_symbol","entrez_id"
"221241_s_at","BCL2L14","79370"
"221249_s_at","FAM117A","81558"
"221250_s_at","MXD3","83463"
"221251_x_at","INO80B-WBP1","100532735"
"221252_s_at","GSG1","83445"
"221254_s_at","PITPNM3","83394"
"221255_s_at","EMC6","83460"
"221256_s_at","HDHD3","81932"
"221258_s_at","KIF18A","81930"
"221259_s_at","TEX11","56159"
"221260_s_at","CSRNP2","81566"
"221261_x_at","MAGED4","728239"
"221263_s_at","SF3B5","83443"
"221266_s_at","DCSTAMP","81501"
"221267_s_at","ABHD17A","81926"
"221268_s_at","SGPP1","81537"
"221269_s_at","SH3BGRL3","83442"
"221270_s_at","QTRT1","81890"
"221271_at","IL21","59067"
"221272_s_at","C1orf21","81563"
"221273_s_at","RNF208","727800"
"221274_s_at","LMAN2L","81562"
"221275_s_at","LOC283177","283177"
"221276_s_at","SYNC","81493"
"221277_s_at","PUS3","83480"
"221278_at","HOXB8","3218"
"221279_at","GDAP1","54332"
"221286_s_at","MZB1","51237"
"221287_at","RNASEL","6041"
"221288_at","GPR22","2845"
"221289_at","DLX6","1750"
"221290_s_at","MUM1","84939"
"221291_at","ULBP2","80328"
"221292_at","PTCH2","8643"
"221293_s_at","DEF6","50619"
"221294_at","GPR21","2844"
"221295_at","CIDEA","1149"
"221296_at","TECTA","7007"
"221297_at","GPRC5D","55507"
"221298_s_at","SLC22A8","9376"
"221301_at","VWA7","80737"
"221302_at","KLF15","28999"
"221303_at","PCDHB1","29930"
"221304_at","UGT1A8","54576"
"221306_at","GPR27","2850"
"221307_at","KCNIP1","30820"
"221309_at","RBM17","84991"
"221310_at","FGF14","2259"
"221311_x_at","LYRM2","57226"
"221312_at","GLP2R","9340"
"221313_at","GPR52","9293"
"221314_at","GDF9","2661"
"221316_at","CATSPERG","57828"
"221317_x_at","PCDHB6","56130"
"221318_at","NEUROD4","58158"
"221319_at","PCDHB8","56128"
"221320_at","BCL2L10","10017"
"221322_at","NPVF","64111"
"221323_at","ULBP1","80329"
"221324_at","TAS2R1","50834"
"221327_s_at","OPN1MW","2652"
"221328_at","CLDN17","26285"
"221329_at","OR52A1","23538"
"221330_at","CHRM2","1129"
"221331_x_at","CTLA4","1493"
"221332_at","BMP15","9210"
"221334_s_at","FOXP3","50943"
"221336_at","ATOH1","474"
"221337_s_at","ADAM29","11086"
"221338_at","LY6G6E","79136"
"221339_at","OR10C1","442194"
"221340_at","CDX4","1046"
"221341_s_at","OR1D5","8386"
"221342_at","C6orf25","80739"
"221343_at","OR11A1","26531"
"221344_at","OR12D2","26529"
"221346_at","OR10J1","26476"
"221347_at","CHRM5","1133"
"221348_at","NPPC","4880"
"221349_at","VPREB1","7441"
"221350_at","HOXC8","3224"
"221351_at","HTR1A","3350"
"221353_at","OR3A1","4994"
"221354_s_at","MCHR1","2847"
"221355_at","CHRNG","1146"
"221356_x_at","P2RX2","22953"
"221357_at","CHRM4","1132"
"221358_at","NPBWR2","2832"
"221359_at","GDNF","2668"
"221360_s_at","GHSR","2693"
"221361_at","OMP","4975"
"221362_at","HTR5A","3361"
"221363_x_at","GPR25","2848"
"221364_at","GRID2","2895"
"221365_at","MLNR","2862"
"221366_at","NKX6-1","4825"
"221367_at","MOS","4342"
"221368_at","NEU2","4759"
"221369_at","MTNR1A","4543"
"221370_at","ZNF717","100131827"
"221371_at","TNFSF18","8995"
"221373_x_at","PSPN","5623"
"221374_at","FGF16","8823"
"221375_at","OR1G1","8390"
"221376_at","FGF17","8822"
"221377_s_at","RBPJL","11317"
"221378_at","CER1","9350"
"221384_at","UCP1","7350"
"221385_s_at","FFAR3","2865"
"221386_at","OR3A2","4995"
"221387_at","NPFFR1","64106"
"221388_at","OR1A1","8383"
"221389_at","PLA2G2E","30814"
"221391_at","TAS2R14","50840"
"221392_at","TAS2R4","50832"
"221393_at","TAAR3","9288"
"221394_at","TAAR2","9287"
"221395_at","TAS2R13","50838"
"221396_at","TAS2R7","50837"
"221397_at","TAS2R10","50839"
"221398_at","TAS2R8","50836"
"221399_at","EDA2R","60401"
"221400_at","MYO3A","53904"
"221402_at","OR1F1","4992"
"221403_s_at","INSL6","11172"
"221404_at","IL36A","27179"
"221407_at","GJD2","57369"
"221408_x_at","PCDHB12","56124"
"221409_at","OR2S2","56656"
"221410_x_at","PCDHB3","56132"
"221411_at","HOXD12","3238"
"221412_at","VN1R1","57191"
"221413_at","KCNAB3","9196"
"221414_s_at","DEFB126","81623"
"221416_at","PLA2G2F","64600"
"221417_x_at","S1PR5","53637"
"221418_s_at","MED16","10025"
"221421_s_at","ADAMTS12","81792"
"221422_s_at","MIR600HG","81571"
"221423_s_at","YIPF5","81555"
"221424_s_at","OR51E2","81285"
"221426_s_at","OR3A3","8392"
"221427_s_at","CCNL2","81669"
"221428_s_at","TBL1XR1","79718"
"221429_x_at","TEX13A","56157"
"221430_s_at","RNF146","81847"
"221431_s_at","OR12D3","81797"
"221432_s_at","SLC25A28","81894"
"221433_at","FGF21","26291"
"221434_s_at","SLIRP","81892"
"221435_x_at","HYI","81888"
"221436_s_at","CDCA3","83461"
"221437_s_at","MRPS15","64960"
"221438_s_at","TEX12","56158"
"221441_at","GSC2","2928"
"221442_at","MC3R","4159"
"221443_x_at","PRLH","51052"
"221444_at","TAS2R16","50833"
"221445_at","OR1A2","26189"
"221446_at","ADAM30","11085"
"221447_s_at","GLT8D2","83468"
"221450_x_at","PCDHB13","56123"
"221451_s_at","OR2W1","26692"
"221452_s_at","TMEM14B","81853"
"221453_at","G6PC2","57818"
"221455_s_at","WNT3","7473"
"221456_at","TAS2R3","50831"
"221457_s_at","BTNL2","56244"
"221458_at","HTR1F","3355"
"221459_at","TAAR5","9038"
"221460_at","OR2C1","4993"
"221461_at","TAS2R9","50835"
"221463_at","CCL24","6369"
"221464_at","OR1D2","4991"
"221465_at","OR6A2","8590"
"221466_at","P2RY4","5030"
"221467_at","MC4R","4160"
"221468_at","XCR1","2829"
"221469_at","GPR32","2854"
"221470_s_at","IL37","27178"
"221478_at","BNIP3L","665"
"221488_s_at","CUTA","51596"
"221489_s_at","SPRY4","81848"
"221496_s_at","TOB2","10766"
"221497_x_at","EGLN1","54583"
"221501_x_at","NPIPA7","101059938"
"221502_at","KPNA3","3839"
"221504_s_at","ATP6V1H","51606"
"221509_at","DENR","8562"
"221512_at","TMEM222","84065"
"221515_s_at","LCMT1","51451"
"221517_s_at","MED17","9440"
"221518_s_at","USP47","55031"
"221519_at","FBXW4","6468"
"221520_s_at","CDCA8","55143"
"221521_s_at","GINS2","51659"
"221522_at","ANKRD27","84079"
"221523_s_at","RRAGD","58528"
"221525_at","ZMIZ2","83637"
"221529_s_at","PLVAP","83483"
"221530_s_at","BHLHE41","79365"
"221531_at","WDR61","80349"
"221534_at","C11orf68","83638"
"221535_at","LSG1","55341"
"221539_at","EIF4EBP1","1978"
"221540_x_at","GTF2H2","2966"
"221541_at","CRISPLD2","83716"
"221542_s_at","ERLIN2","11160"
"221546_at","PRPF18","8559"
"221548_s_at","ILKAP","80895"
"221552_at","ABHD6","57406"
"221554_at","STRADA","92335"
"221559_s_at","MIS12","79003"
"221560_at","MARK4","57787"
"221561_at","SOAT1","6646"
"221562_s_at","SIRT3","23410"
"221565_s_at","CALHM2","51063"
"221566_s_at","NOL3","8996"
"221570_s_at","METTL5","29081"
"221572_s_at","SLC26A6","65010"
"221573_at","C7orf25","79020"
"221575_at","UBE2F-SCLY","100533179"
"221576_at","GDF15","9518"
"221578_at","RASSF4","83937"
"221581_s_at","LAT2","7462"
"221583_s_at","KCNMA1","3778"
"221585_at","CACNG4","27092"
"221586_s_at","E2F5","1875"
"221587_s_at","C19orf24","55009"
"221591_s_at","FAM64A","54478"
"221594_at","RBM48","84060"
"221597_s_at","TMEM208","29100"
"221598_s_at","MED27","9442"
"221599_at","AAMDC","28971"
"221601_s_at","FAIM3","9214"
"221603_at","PEX16","9409"
"221605_s_at","PIPOX","51268"
"221608_at","WNT6","7475"
"221610_s_at","STAP2","55620"
"221612_at","LRTM1","57408"
"221613_s_at","ZFAND6","54469"
"221616_s_at","TAF9B","51616"
"221619_s_at","MTCH1","23787"
"221620_s_at","APOO","79135"
"221622_s_at","TMEM126B","55863"
"221625_at","ZNF506","440515"
"221626_at","RNF213","57674"
"221630_s_at","DDX4","54514"
"221632_s_at","WDR4","10785"
"221634_at","RPL23AP7","118433"
"221637_s_at","C11orf48","79081"
"221641_s_at","ACOT9","23597"
"221645_s_at","ZNF83","55769"
"221647_s_at","RIC8A","60626"
"221648_s_at","AGMAT","79814"
"221649_s_at","PPAN","56342"
"221652_s_at","ASUN","55726"
"221654_s_at","USP3","9960"
"221656_s_at","ARHGEF10L","55160"
"221661_at","FAM69C","125704"
"221664_s_at","F11R","50848"
"221666_s_at","PYCARD","29108"
"221667_s_at","HSPB8","26353"
"221669_s_at","ACAD8","27034"
"221670_s_at","LHX3","8022"
"221673_s_at","CSNK1G1","53944"
"221675_s_at","CHPT1","56994"
"221676_s_at","CORO1C","23603"
"221677_s_at","DONSON","29980"
"221680_s_at","ETV7","51513"
"221681_s_at","DSPP","1834"
"221682_s_at","PCDHGB6","56100"
"221684_s_at","NYX","60506"
"221685_s_at","SPDL1","54908"
"221688_s_at","IMP3","55272"
"221689_s_at","PIGP","51227"
"221690_s_at","NLRP2","55655"
"221692_s_at","MRPL34","64981"
"221697_at","MAP1LC3C","440738"
"221699_s_at","DDX50","79009"
"221703_at","BRIP1","83990"
"221704_s_at","VPS37B","79720"
"221711_s_at","BABAM1","29086"
"221713_s_at","MAP6D1","79929"
"221716_s_at","ACSBG2","81616"
"221725_at","WASF2","10163"
"221729_at","COL5A2","1290"
"221733_s_at","GPATCH4","54865"
"221734_at","PRRC1","133619"
"221735_at","WDR48","57599"
"221737_at","GNA12","2768"
"221741_s_at","YTHDF1","54915"
"221746_at","UBL4A","8266"
"221754_s_at","CORO1B","57175"
"221758_at","ARMC6","93436"
"221759_at","G6PC3","92579"
"221761_at","ADSS","159"
"221762_s_at","PCIF1","63935"
"221763_at","JMJD1C","221037"
"221764_at","R3HDM4","91300"
"221766_s_at","FAM46A","55603"
"221771_s_at","MPHOSPH8","54737"
"221772_s_at","PPP2R2D","55844"
"221776_s_at","BRD7","29117"
"221777_at","C12orf52","84934"
"221778_at","JHDM1D","80853"
"221779_at","MICALL1","85377"
"221783_at","WIZ","58525"
"221789_x_at","RHOT2","89941"
"221790_s_at","LDLRAP1","26119"
"221791_s_at","TMA7","51372"
"221793_at","DOCK6","57572"
"221797_at","OXLD1","339229"
"221799_at","CHPF2","54480"
"221800_s_at","C17orf70","80233"
"221801_x_at","NEFL","4747"
"221803_s_at","NRBF2","29982"
"221804_s_at","FAM45A","404636"
"221807_s_at","TRABD","80305"
"221808_at","RAB9A","9367"
"221810_at","RAB15","376267"
"221811_at","PGAP3","93210"
"221813_at","FBXO42","54455"
"221814_at","GPR124","25960"
"221816_s_at","PHF11","51131"
"221817_at","DOLPP1","57171"
"221818_at","INTS5","80789"
"221821_s_at","KANSL2","54934"
"221822_at","CCDC101","112869"
"221823_at","C5orf30","90355"
"221824_s_at","MARCH8","220972"
"221825_at","ANGEL2","90806"
"221833_at","LOC100507577","100507577"
"221835_at","DTX3","196403"
"221837_at","KLHL22","84861"
"221840_at","PTPRE","5791"
"221843_s_at","TLDC1","57707"
"221845_s_at","CLPB","81570"
"221846_s_at","CASKIN2","57513"
"221847_at","LOC100129361","100129361"
"221848_at","ZGPAT","84619"
"221849_s_at","DCAF15","90379"
"221850_x_at","AGAP4","119016"
"221855_at","SDHAF1","644096"
"221856_s_at","FAM63A","55793"
"221857_s_at","TJAP1","93643"
"221859_at","SYT13","57586"
"221863_at","MIER2","54531"
"221864_at","ORAI3","93129"
"221865_at","C9orf91","203197"
"221866_at","TFEB","7942"
"221868_at","PAIP2B","400961"
"221869_at","ZNF512B","57473"
"221873_at","ZNF143","7702"
"221874_at","KIAA1324","57535"
"221876_at","ZNF783","100289678"
"221880_s_at","FAM174B","400451"
"221882_s_at","TMEM8A","58986"
"221884_at","MECOM","2122"
"221885_at","DENND2A","27147"
"221887_s_at","DFNB31","25861"
"221889_at","KCTD13","253980"
"221890_at","ZNF335","63925"
"221893_s_at","ADCK2","90956"
"221895_at","MOSPD2","158747"
"221900_at","COL8A2","1296"
"221901_at","KIAA1644","85352"
"221902_at","GPR153","387509"
"221904_at","FAM131A","131408"
"221906_at","TXNRD3","114112"
"221912_s_at","CCDC28B","79140"
"221920_s_at","SLC25A37","51312"
"221926_s_at","IL17RC","84818"
"221929_at","RBM12B","389677"
"221931_s_at","SEH1L","81929"
"221932_s_at","GLRX5","51218"
"221934_s_at","DALRD3","55152"
"221936_x_at","MRPL41","64975"
"221937_at","SYNRG","11276"
"221940_at","RPUSD2","27079"
"221941_at","PAOX","196743"
"221942_s_at","GUCY1A3","2982"
"221945_at","FBXO41","150726"
"221946_at","C9orf116","138162"
"221950_at","EMX2","2018"
"221953_s_at","MMP24-AS1","101410538"
"221956_at","LRCH4","4034"
"221958_s_at","WLS","79971"
"221959_at","FAM110B","90362"
"221963_x_at","ZNF587B","100293516"
"221967_at","NXPH4","11247"
"221970_s_at","NOL11","25926"
"221971_x_at","AGAP5","729092"
"221973_at","LOC100506076","100506076"
"221979_at","TOPORS-AS1","100129250"
"221989_at","SNORA70","26778"
"221991_at","NXPH3","11248"
"221992_at","NPIPB6","728741"
"221997_s_at","MRPL52","122704"
"222000_at","C1orf174","339448"
"222001_x_at","LINC00623","728855"
"222005_s_at","GNG3","2785"
"222008_at","COL9A1","1297"
"222009_at","CEMP1","752014"
"222013_x_at","FAM86A","196483"
"222016_s_at","ZSCAN31","64288"
"222020_s_at","NTM","50863"
"222025_s_at","OPLAH","26873"
"222029_x_at","PFDN6","10471"
"222039_at","KIF18B","146909"
"222042_x_at","MEX3D","399664"
"222048_at","CRYBB2P1","1416"
"222052_at","C19orf54","284325"
"222064_s_at","PTGES3L-AARSD1","100885850"
"222068_s_at","DNAAF1","123872"
"222070_at","DND1","373863"
"222075_s_at","OAZ3","51686"
"222077_s_at","RACGAP1","29127"
"222087_at","ZC3H12C","85463"
"222089_s_at","C16orf71","146562"
"222090_at","NDUFB2-AS1","100134713"
"222093_s_at","INO80B","83444"
"222095_s_at","FAM163A","148753"
"222102_at","GSTA3","2940"
"222106_at","PRND","23627"
"222108_at","AMIGO2","347902"
"222119_s_at","FBXO11","80204"
"222120_at","ZNF764","92595"
"222125_s_at","P4HTM","54681"
"222127_s_at","EXOC1","55763"
"222128_at","FLJ35282","441389"
"222138_s_at","WDR13","64743"
"222142_at","FGFBP2","83888"
"222143_s_at","MTMR14","64419"
"222144_at","KIF17","57576"
"222149_x_at","GOLGA8G","283768"
"222153_at","SLC24A5","283652"
"222162_s_at","ADAMTS1","9510"
"222173_s_at","TBC1D2","55357"
"222175_s_at","MED15","51586"
"222178_s_at","LOXL4","84171"
"222191_s_at","B4GALT7","11285"
"222195_s_at","C9orf156","51531"
"222196_at","LOC100506548","100506548"
"222197_s_at","CCDC103","388389"
"222201_s_at","CASP8AP2","9994"
"222203_s_at","NT5C1B-RDH14","100526794"
"222206_s_at","NCLN","56926"
"222209_s_at","TMEM135","65084"
"222212_s_at","CERS2","29956"
"222216_s_at","MRPL17","63875"
"222217_s_at","SLC27A3","11000"
"222220_s_at","TSNAXIP1","55815"
"222223_s_at","IL36RN","26525"
"222224_at","NACA2","342538"
"222226_at","SAA3P","6290"
"222228_s_at","ALKBH4","54784"
"222229_x_at","RPL26","6154"
"222230_s_at","ACTR10","55860"
"222231_s_at","LRRC59","55379"
"222234_s_at","DBNDD1","79007"
"222237_s_at","ZFP112","7771"
"222238_s_at","POLM","27434"
"222240_s_at","ISYNA1","51477"
"222242_s_at","KLK5","25818"
"222245_s_at","ISLR2","57611"
"222251_s_at","GMEB2","26205"
"222256_s_at","JMJD7","100137047"
"222258_s_at","SH3BP4","23677"
"222259_s_at","SPO11","23626"
"222263_at","SLC35E1","79939"
"222264_at","HNRNPUL2","221092"
"222265_at","TNS4","84951"
"222274_at","ZDHHC8P1","150244"
"222277_at","C1QTNF9B-AS1","542767"
"222283_at","ZNF480","147657"
"222289_at","KCNC2","3747"
"222290_at","OR2A9P","441295"
"222307_at","PDCD4-AS1","282997"
"222310_at","COA5","493753"
"222311_s_at","SCAF4","57466"
"222314_x_at","EGOT","100126791"
"222318_at","ZNF324B","388569"
"222333_at","ALS2CL","259173"
"222346_at","LAMA1","284217"
"222349_x_at","RNF126P1","376412"
"222361_at","TUBBP5","643224"
"222363_at","ZNF766","90321"
"222380_s_at","C17orf102","400591"
"222384_at","SMG7-AS1","284649"
"222397_at","EFTUD2","9343"
"222429_at","DBNL","28988"
"222451_s_at","ZDHHC9","51114"
"222478_at","VPS36","51028"
"222489_s_at","WRNIP1","56897"
"222495_at","TMEM167B","56900"
"222500_at","PPIL1","51645"
"222505_at","LMBR1","64327"
"222512_at","NUB1","51667"
"222516_at","AP3M1","26985"
"222529_at","CNKSR3","154043"
"222571_at","ST6GALNAC6","30815"
"222581_at","XPR1","9213"
"222584_at","MSTO1","55154"
"222631_at","PI4K2B","55300"
"222659_at","IPO11-LRRC70","101180901"
"222673_x_at","FAM122B","159090"
"222675_s_at","BAIAP2L1","55971"
"222678_s_at","DCUN1D1","54165"
"222683_at","RNF20","56254"
"222687_s_at","ACER3","55331"
"222691_at","SLC35B3","51000"
"222704_at","POLR1A","25885"
"222728_s_at","TAF1D","79101"
"222730_s_at","ZDHHC2","51201"
"222732_at","TRIM39","56658"
"222749_at","SUFU","51684"
"222752_s_at","TMEM206","55248"
"222761_at","BIVM","54841"
"222768_s_at","TRMT6","51605"
"222771_s_at","MYEF2","50804"
"222783_s_at","SMOC1","64093"
"222785_x_at","C11orf1","64776"
"222797_at","DPYSL5","56896"
"222803_at","PRTFDC1","56952"
"222811_at","CMTR2","55783"
"222817_at","HSD3B7","80270"
"222823_at","CENPP","401541"
"222825_at","OTUD6B","51633"
"222826_at","BLOC1S6","26258"
"222833_at","LPCAT2","54947"
"222848_at","CENPK","64105"
"222856_at","APLN","8862"
"222868_s_at","IL18BP","10068"
"222884_at","ZNF346","23567"
"222890_at","CCDC113","29070"
"222905_s_at","TMEM143","55260"
"222906_at","FLVCR1","28982"
"222918_at","RAB9B","51209"
"222925_at","DCDC2","51473"
"222938_x_at","ENPP3","5169"
"222942_s_at","TIAM2","26230"
"222948_s_at","FAM175A","84142"
"222956_at","FIGN","55137"
"222957_at","NEU4","129807"
"222963_s_at","IL1RAPL1","11141"
"222977_at","SURF4","6836"
"222980_at","RAB10","10890"
"222985_at","YWHAG","7532"
"222986_s_at","SHISA5","51246"
"222987_s_at","TMEM9","252839"
"222989_s_at","UBQLN1","29979"
"222992_s_at","NDUFB9","4715"
"222993_at","MRPL37","51253"
"222995_s_at","RHBDD2","57414"
"222996_s_at","CXXC5","51523"
"222997_s_at","MRPS21","54460"
"222998_at","MAF1","84232"
"223001_at","OSTC","58505"
"223002_s_at","XRN2","22803"
"223003_at","C19orf43","79002"
"223004_s_at","TIMMDC1","51300"
"223005_s_at","TMEM245","23731"
"223009_at","LAMTOR1","55004"
"223010_s_at","OCIAD1","54940"
"223014_at","UBE2R2","54926"
"223015_at","EIF2A","83939"
"223016_x_at","ZRANB2","9406"
"223017_at","TXNDC12","51060"
"223018_at","NOB1","28987"
"223019_at","FAM129B","64855"
"223020_at","CLPTM1L","81037"
"223021_x_at","VTA1","51534"
"223024_at","AP1M1","8907"
"223026_s_at","VPS29","51699"
"223027_at","SNX9","51429"
"223029_s_at","TRAF7","84231"
"223032_x_at","PRELID1","27166"
"223033_s_at","SCYL1","57410"
"223035_s_at","FARSB","10056"
"223037_at","PDZD11","51248"
"223039_at","GUCD1","83606"
"223040_at","NAA20","51126"
"223042_s_at","FUNDC2","65991"
"223043_at","EMC4","51234"
"223044_at","SLC40A1","30061"
"223048_at","SDHAF2","54949"
"223050_s_at","FBXW5","54461"
"223051_at","SSU72","29101"
"223054_at","DNAJB11","51726"
"223055_s_at","XPO5","57510"
"223058_at","FAM107B","83641"
"223060_at","C14orf119","55017"
"223061_at","CHID1","66005"
"223063_at","C1orf198","84886"
"223064_at","RNF181","51255"
"223065_s_at","STARD3NL","83930"
"223066_at","SNAPIN","23557"
"223067_at","CWC15","51503"
"223070_at","SELK","58515"
"223073_at","HIATL1","84641"
"223074_s_at","AIF1L","83543"
"223076_s_at","NSUN2","54888"
"223086_x_at","MRPL51","51258"
"223089_at","VEZT","55591"
"223095_at","MARVELD1","83742"
"223096_at","NOP58","51602"
"223097_at","ADPRHL2","54936"
"223098_s_at","LONP2","83752"
"223100_s_at","NUDT5","11164"
"223103_at","STARD10","10809"
"223104_at","JAGN1","84522"
"223105_s_at","TMEM14C","51522"
"223107_s_at","ZCCHC17","51538"
"223109_at","TRUB2","26995"
"223110_at","KIAA1429","25962"
"223112_s_at","NDUFB10","4716"
"223113_at","TMEM138","51524"
"223114_at","COQ5","84274"
"223116_at","BCAR1","9564"
"223120_at","FUCA2","2519"
"223121_s_at","SFRP2","6423"
"223123_s_at","PITHD1","57095"
"223128_at","FOXRED1","55572"
"223136_at","AIG1","51390"
"223138_s_at","DHX36","170506"
"223141_at","UCK1","83549"
"223148_at","PIGS","94005"
"223149_s_at","PTPN23","25930"
"223151_at","DCUN1D5","84259"
"223152_at","PPP1R12C","54776"
"223153_x_at","TMUB1","83590"
"223154_at","MRPL1","65008"
"223155_at","HDHD2","84064"
"223156_at","MRPS23","51649"
"223157_at","NOA1","84273"
"223158_s_at","NEK6","10783"
"223161_at","KIAA1147","57189"
"223163_s_at","ZC3HC1","51530"
"223164_at","CCM2","83605"
"223168_at","RHOU","58480"
"223170_at","TMEM98","26022"
"223171_at","DYM","54808"
"223172_s_at","MTFP1","51537"
"223173_at","SPNS1","83985"
"223175_s_at","FEM1A","55527"
"223177_at","NT5DC1","221294"
"223179_at","YPEL3","83719"
"223180_s_at","TIMM21","29090"
"223186_at","TMEM189","387521"
"223187_s_at","ORMDL1","94101"
"223189_x_at","KMT2E","55904"
"223191_at","COX16","51241"
"223195_s_at","SESN2","83667"
"223197_s_at","SMARCAD1","56916"
"223198_x_at","COMMD5","28991"
"223203_at","FAM156A","29057"
"223206_s_at","NMRAL1","57407"
"223207_x_at","PHPT1","29085"
"223208_at","KCTD10","83892"
"223209_s_at","VIMP","55829"
"223211_at","HACL1","26061"
"223212_at","ZDHHC16","84287"
"223213_s_at","ZHX1","11244"
"223219_s_at","CNOT10","25904"
"223220_s_at","PARP9","83666"
"223221_at","SCO1","6341"
"223222_at","SLC25A19","60386"
"223223_at","ARV1","64801"
"223226_x_at","SSBP4","170463"
"223227_at","BBS2","583"
"223228_at","LDOC1L","84247"
"223229_at","UBE2T","29089"
"223231_at","TATDN1","83940"
"223232_s_at","CGN","57530"
"223234_at","MAD2L2","10459"
"223235_s_at","SMOC2","64094"
"223236_at","NSRP1","84081"
"223237_x_at","AP2A1","160"
"223241_at","SNX8","29886"
"223244_s_at","NDUFA12","55967"
"223245_at","STRBP","55342"
"223247_at","MED10","84246"
"223248_at","HSDL1","83693"
"223249_at","CLDN12","9069"
"223252_at","HDGFRP2","84717"
"223253_at","EPDR1","54749"
"223259_at","ORMDL3","94103"
"223260_s_at","POLK","51426"
"223264_at","MESDC1","59274"
"223265_at","SH3BP5L","80851"
"223266_at","STRADB","55437"
"223267_at","TRMT10C","54931"
"223268_at","C11orf54","28970"
"223269_at","POLR3GL","84265"
"223272_s_at","NTPCR","84284"
"223273_at","C14orf142","84520"
"223274_at","TCF19","6941"
"223275_at","PRMT6","55170"
"223277_at","ELP6","54859"
"223278_at","GJB2","2706"
"223279_s_at","UACA","55075"
"223282_at","TSHZ1","10194"
"223284_at","NAT14","57106"
"223287_s_at","FOXP1","27086"
"223288_at","USP38","84640"
"223290_at","PDXP","57026"
"223293_at","WDR24","84219"
"223294_at","PBDC1","51260"
"223296_at","SLC25A33","84275"
"223297_at","AMMECR1L","83607"
"223298_s_at","NT5C3A","51251"
"223299_at","SEC11C","90701"
"223300_s_at","CCDC82","79780"
"223303_at","FERMT3","83706"
"223304_at","SLC37A3","84255"
"223305_at","TMEM216","51259"
"223306_at","EBPL","84650"
"223308_s_at","WDR5","11091"
"223309_x_at","PNPLA8","50640"
"223311_s_at","MTA3","57504"
"223312_at","PRADC1","84279"
"223315_at","NTN4","59277"
"223316_at","CCDC3","83643"
"223317_at","ALKBH7","84266"
"223320_s_at","ABCB10","23456"
"223321_s_at","FGFRL1","53834"
"223325_at","TXNDC11","51061"
"223326_s_at","LOC80154","80154"
"223329_x_at","SUGT1","10910"
"223331_s_at","DDX20","11218"
"223334_at","TMEM126A","84233"
"223335_at","TMEM69","51249"
"223336_s_at","RAB18","22931"
"223340_at","ATL1","51062"
"223341_s_at","SCOC","60592"
"223342_at","RRM2B","50484"
"223343_at","MS4A7","58475"
"223345_at","HDAC8","55869"
"223353_at","MOB2","81532"
"223355_at","ALG1","56052"
"223356_s_at","MTIF3","219402"
"223358_s_at","PDE7A","5150"
"223360_at","SPATC1L","84221"
"223361_at","ABRACL","58527"
"223362_s_at","SEPT3","55964"
"223363_at","PSMG3","84262"
"223364_s_at","DHX37","57647"
"223367_at","DNAJC30","84277"
"223368_s_at","NTMT1","28989"
"223370_at","PLEKHA3","65977"
"223376_s_at","BRI3","25798"
"223378_at","GLIS2","84662"
"223379_s_at","LATS2","26524"
"223381_at","NUF2","83540"
"223382_s_at","ZNRF1","84937"
"223385_at","CYP2S1","29785"
"223386_at","FAM118B","79607"
"223387_at","ZFYVE1","53349"
"223389_s_at","ZNF581","51545"
"223390_at","C9orf37","85026"
"223392_s_at","TSHZ3","57616"
"223394_at","SERTAD1","29950"
"223395_at","ABI3BP","25890"
"223396_at","TMEM60","85025"
"223398_at","C9orf89","84270"
"223402_at","DUSP23","54935"
"223403_s_at","POLR1B","84172"
"223407_at","ENKD1","84080"
"223411_at","MIF4GD","57409"
"223412_at","KBTBD7","84078"
"223413_s_at","LYAR","55646"
"223416_at","SF3B14","51639"
"223417_at","RAD18","56852"
"223419_at","FBXW9","84261"
"223423_at","GPR160","26996"
"223424_s_at","ZSCAN21","7589"
"223425_at","RAVER1","125950"
"223428_s_at","ISY1","57461"
"223431_at","BLOC1S4","55330"
"223433_at","YAE1D1","57002"
"223434_at","GBP3","2635"
"223436_s_at","TRPT1","83707"
"223439_at","NKAP","79576"
"223440_at","C16orf70","80262"
"223442_at","NICN1","84276"
"223443_s_at","AMZ2P1","201283"
"223445_at","DTNBP1","84062"
"223452_s_at","ATL3","25923"
"223454_at","CXCL16","58191"
"223455_at","TCHP","84260"
"223461_at","TBC1D7","51256"
"223462_at","TMEM175","84286"
"223464_at","OSBPL5","114879"
"223467_at","RASD1","51655"
"223468_s_at","RGMA","56963"
"223473_at","MPV17L2","84769"
"223474_at","IRF2BPL","64207"
"223475_at","CRISPLD1","83690"
"223476_s_at","C12orf65","91574"
"223479_s_at","CHCHD5","84269"
"223480_s_at","MRPL47","57129"
"223482_at","TMEM120A","83862"
"223484_at","C15orf48","84419"
"223485_at","HAGHL","84264"
"223489_x_at","EXOSC3","51010"
"223491_at","COMMD2","51122"
"223493_at","FBXO4","26272"
"223495_at","CCDC8","83987"
"223498_at","SPECC1","92521"
"223500_at","CPLX1","10815"
"223504_at","DNAJC27","51277"
"223506_at","ZC3H8","84524"
"223509_at","CLDN2","9075"
"223511_at","SPRTN","83932"
"223517_at","FBXO44","93611"
"223523_at","TMEM108","66000"
"223525_at","DLL4","54567"
"223526_at","C18orf21","83608"
"223529_at","SYT4","6860"
"223532_at","ANKRD39","51239"
"223535_at","NUDT12","83594"
"223536_at","PSD2","84249"
