"","hgnc_symbol","entrez_id"
"1561234_at","DNAL1","83544"
"1561239_at","UBAP1","51271"
"1561240_at","KDM4A-AS1","100132774"
"1561242_at","SUPT16H","11198"
"1561243_at","TMEM105","284186"
"1561244_at","GTF2E1","2960"
"1561251_at","LINC01019","285577"
"1561252_at","LOC648691","648691"
"1561253_at","PCSK1","5122"
"1561255_at","LINC00652","29075"
"1561257_at","LOC286083","286083"
"1561260_at","ZNF32-AS1","414197"
"1561266_at","ATG4A","115201"
"1561273_at","GSTK1","373156"
"1561276_at","SHE","126669"
"1561277_at","LOC339298","339298"
"1561279_at","DKK3","27122"
"1561280_at","LEMD1-AS1","284576"
"1561288_at","LINC00536","100859921"
"1561289_at","LOC286370","286370"
"1561290_at","LOC339622","339622"
"1561294_a_at","LOC100128554","100128554"
"1561300_at","SERF2","10169"
"1561305_at","DCC","1630"
"1561306_s_at","STRC","161497"
"1561307_at","LOC100506085","100506085"
"1561309_x_at","LOC220729","220729"
"1561310_at","LOC100128233","100128233"
"1561311_at","CA5B","11238"
"1561313_at","KIF1B","23095"
"1561318_at","LOC283352","283352"
"1561319_at","OTX2-AS1","100309464"
"1561323_at","LOC339975","339975"
"1561327_at","LINC00242","401288"
"1561328_at","EPB41L3","23136"
"1561334_at","PRKAG3","53632"
"1561347_a_at","SLC11A2","4891"
"1561348_at","LOC339874","339874"
"1561360_at","RYR3","6263"
"1561361_at","ZNF660","285349"
"1561367_a_at","LINC00540","100506622"
"1561370_at","LOC100505716","100505716"
"1561371_at","FLJ39080","441355"
"1561373_at","PACRG-AS1","285796"
"1561378_at","C12orf42","374470"
"1561383_at","LOC284661","284661"
"1561391_at","STAU2-AS1","100128126"
"1561394_s_at","KIAA1755","85449"
"1561396_at","EPHA6","285220"
"1561398_at","LOC100996590","100996590"
"1561400_at","APOLD1","81575"
"1561401_at","LOC285627","285627"
"1561402_at","LINC00880","339894"
"1561403_at","SOHLH1","402381"
"1561407_at","SMIM12","113444"
"1561414_at","LOC401497","401497"
"1561415_at","SDCBP2-AS1","100507495"
"1561423_at","LINC00535","642924"
"1561424_at","PTCH1","5727"
"1561432_at","BAZ2A","11176"
"1561433_at","MED15P9","285103"
"1561437_at","DUSP5P1","574029"
"1561442_at","LOC283585","283585"
"1561445_at","STEAP4","79689"
"1561449_at","TSPAN18","90139"
"1561451_a_at","ZNF284","342909"
"1561455_at","LOC284294","284294"
"1561461_at","NACAD","23148"
"1561463_at","PSMG3-AS1","114796"
"1561469_at","SRGAP3-AS3","100288831"
"1561471_at","CPEB2-AS1","441009"
"1561472_at","ARHGAP28","79822"
"1561474_at","GJA8","2703"
"1561476_at","CASC6","101929083"
"1561477_at","KCNMB4","27345"
"1561484_at","FOXK1","221937"
"1561490_at","NPSR1-AS1","404744"
"1561491_at","LOC283214","283214"
"1561492_at","CT64","647107"
"1561493_at","MASP1","5648"
"1561499_at","ICK","22858"
"1561511_at","EFNA4","1945"
"1561518_at","LOC283914","283914"
"1561526_at","DDN","23109"
"1561529_at","HIC2","23119"
"1561530_at","NVL","4931"
"1561532_at","DACT3-AS1","100506068"
"1561534_at","GPR85","54329"
"1561537_at","LOC388906","388906"
"1561539_at","LOC100506368","100506368"
"1561540_at","LINC00343","144920"
"1561544_at","LOC100505495","100505495"
"1561546_at","FGD5","152273"
"1561555_at","LINC00970","101978719"
"1561561_x_at","DHFR","1719"
"1561566_at","LOC285501","285501"
"1561581_at","RPL36A","6173"
"1561591_at","NFKBIZ","64332"
"1561596_at","ATF6","22926"
"1561597_x_at","UTY","7404"
"1561599_at","USHBP1","83878"
"1561600_at","ARFIP2","23647"
"1561606_at","NR6A1","2649"
"1561607_at","KPNA5","3841"
"1561608_at","NUTM1","256646"
"1561613_at","AADACL3","126767"
"1561619_at","LOC100506393","100506393"
"1561631_at","MAP3K5","4217"
"1561642_at","CDHR3","222256"
"1561651_s_at","TAL1","6886"
"1561653_at","MTFMT","123263"
"1561662_at","PACRG","135138"
"1561669_at","MED14","9282"
"1561672_at","ACPL2","92370"
"1561676_at","PRICKLE2-AS3","100874243"
"1561680_at","CPA5","93979"
"1561682_at","LINC00857","439990"
"1561685_a_at","SLC25A4","291"
"1561688_at","MTA1","9112"
"1561691_at","LINC00326","285735"
"1561700_at","RAB39B","116442"
"1561705_at","SLC16A7","9194"
"1561707_at","APLF","200558"
"1561708_at","DDX43","55510"
"1561718_at","LINC01011","401232"
"1561733_at","GEN1","348654"
"1561741_at","SSR1","6745"
"1561749_at","HERC6","55008"
"1561762_s_at","STC2","8614"
"1561765_at","GGPS1","9453"
"1561785_at","METTL4","64863"
"1561789_at","FAM175B","23172"
"1561828_at","MAP2","4133"
"1561846_s_at","CCDC168","643677"
"1561847_at","NUDT17","200035"
"1561860_at","DDX11","1663"
"1561864_at","THRB-AS1","644990"
"1561868_at","MAP1S","55201"
"1561871_at","FER1L5","90342"
"1561879_at","RPL27A","6157"
"1561880_a_at","SIGLEC16","400709"
"1561881_at","LOC100505718","100505718"
"1561899_at","CLECL1","160365"
"1561914_at","ANKFY1","51479"
"1561918_at","KIAA1549","57670"
"1561927_at","ANKUB1","389161"
"1561939_at","DYNC2H1","79659"
"1561942_x_at","ERVK13-1","100507321"
"1561951_at","SLC5A12","159963"
"1561959_x_at","CCDC50","152137"
"1561960_at","LOC388152","388152"
"1561964_at","THAP5","168451"
"1561969_at","ZPLD1","131368"
"1561978_at","LOC284798","284798"
"1561983_at","LOC100996490","100996490"
"1561984_at","LINC00838","100505583"
"1561985_at","C14orf39","317761"
"1561989_at","MIR1299","100302167"
"1561995_at","TM4SF20","79853"
"1561997_at","MGAT4A","11320"
"1561998_at","MMAA","166785"
"1562000_at","ZNF470","388566"
"1562004_x_at","TMEM186","25880"
"1562007_at","C1orf63","57035"
"1562010_x_at","ZNF865","100507290"
"1562011_at","DOCK4-AS1","100506413"
"1562012_at","LOC100506730","100506730"
"1562022_s_at","RAD9A","5883"
"1562026_at","WNK2","65268"
"1562028_at","ZDHHC20","253832"
"1562031_at","COL4A6","1288"
"1562032_at","SEC14L4","284904"
"1562034_at","LINC00163","727699"
"1562035_at","UCKL1-AS1","100113386"
"1562045_at","ASTN1","460"
"1562046_at","GABRA4","2557"
"1562048_at","LOC152225","152225"
"1562051_at","LOC284757","284757"
"1562053_at","BPHL","670"
"1562054_at","SMEK3P","139420"
"1562062_at","RFPL1S","10740"
"1562063_x_at","INTS8","55656"
"1562073_at","UBXN7","26043"
"1562076_at","SRP14-AS1","100131089"
"1562081_a_at","LINC00424","100874182"
"1562082_at","ABL2","27"
"1562091_at","CACNA1E","777"
"1562093_at","DDX6","1656"
"1562095_at","TMEM56","148534"
"1562098_at","TRG-AS1","100506776"
"1562099_at","LINC00934","144742"
"1562106_at","PITRM1","10531"
"1562107_at","SPANXA2-OT1","619455"
"1562116_at","OTOP3","347741"
"1562130_at","IQCA1","79781"
"1562133_x_at","ZNF90","7643"
"1562137_at","NUP62","23636"
"1562144_at","HLA-F-AS1","285830"
"1562157_at","SLC23A2","9962"
"1562167_a_at","DEFB122","245935"
"1562193_at","LOC100289650","100289650"
"1562201_x_at","XAGE1C","653048"
"1562208_a_at","MPHOSPH9","10198"
"1562209_at","DCAF4L1","285429"
"1562211_a_at","ZNF491","126069"
"1562214_at","LOC151171","151171"
"1562223_at","LOC642426","642426"
"1562226_at","VWDE","221806"
"1562229_at","GNA13","10672"
"1562231_at","EPPIN-WFDC6","100526773"
"1562239_at","SGSM1","129049"
"1562240_at","PLXNA4","91584"
"1562245_a_at","KCNK13","56659"
"1562249_at","EPHA1-AS1","285965"
"1562251_a_at","LOC574538","574538"
"1562253_at","SLC7A11-AS1","641364"
"1562255_at","SCAND3","114821"
"1562259_at","GALNT15","117248"
"1562260_at","LUZP2","338645"
"1562265_at","ZNF737","100129842"
"1562273_at","CNGA4","1262"
"1562282_at","PKD2","5311"
"1562292_at","ANKRD30B","374860"
"1562300_at","CDK4","1019"
"1562301_at","C8orf34","116328"
"1562303_at","ZKSCAN3","80317"
"1562310_at","SERPINB2","5055"
"1562316_at","DICER1","23405"
"1562317_at","FAM186A","121006"
"1562319_at","FAM169B","283777"
"1562327_at","ZNF37BP","100129482"
"1562332_at","OR10H4","126541"
"1562338_at","HTR3B","9177"
"1562352_at","NXF3","56000"
"1562353_x_at","LINC00909","400657"
"1562365_at","LOC286177","286177"
"1562367_at","C15orf54","400360"
"1562384_at","RAD51-AS1","100505648"
"1562387_at","C5orf42","65250"
"1562388_at","LOC285819","285819"
"1562391_at","FGF5","2250"
"1562396_at","RBM3","5935"
"1562408_at","IDH3B","3420"
"1562411_at","MYLK3","91807"
"1562413_at","LINC00167","440072"
"1562420_at","WIPF1","7456"
"1562424_at","LOC285889","285889"
"1562428_at","TCF24","100129654"
"1562434_at","TPTE2P1","646405"
"1562436_at","CARS","833"
"1562443_at","CLVS2","134829"
"1562449_s_at","LARGE-AS1","100506195"
"1562454_at","NPHP3-ACAD11","100532724"
"1562455_at","ARNT2","9915"
"1562462_at","DNAH10","196385"
"1562463_at","LOC100506023","100506023"
"1562469_at","LILRA1","11024"
"1562470_at","TYSND1","219743"
"1562474_at","SP100","6672"
"1562475_at","TEX41","401014"
"1562477_at","GPKOW","27238"
"1562482_at","LOC100506385","100506385"
"1562484_at","C17orf104","284071"
"1562487_at","ARL16","339231"
"1562488_at","PIEZO2","63895"
"1562491_at","MIR548AD","100616475"
"1562495_at","CLPTM1","1209"
"1562496_at","LOC339539","339539"
"1562510_at","LOC339442","339442"
"1562511_at","RSF1","51773"
"1562527_at","RNF150","57484"
"1562546_at","FBXO25","26260"
"1562549_at","SEC16A","9919"
"1562550_at","JMY","133746"
"1562568_at","PDPR","55066"
"1562572_at","OAS2","4939"
"1562579_at","GRPEL2","134266"
"1562582_at","GC","2638"
"1562587_at","CLNK","116449"
"1562590_at","PRTG","283659"
"1562596_at","ZNF275","10838"
"1562598_at","DLG5-AS1","100128292"
"1562600_at","APOBEC3C","27350"
"1562606_a_at","LOC440028","440028"
"1562607_at","ARRDC3-AS1","100129716"
"1562613_at","TMPRSS11GP","644759"
"1562617_at","LOC340074","340074"
"1562619_at","NME9","347736"
"1562621_at","CAPN6","827"
"1562623_at","LOC146513","146513"
"1562625_at","PLEKHA2","59339"
"1562628_at","KRT40","125115"
"1562630_at","PLEKHG1","57480"
"1562637_at","SAMD12","401474"
"1562640_at","HOXA4","3201"
"1562642_at","WDR96","80217"
"1562643_at","ZNF529","57711"
"1562650_at","RAMP2-AS1","100190938"
"1562651_at","ZSCAN1","284312"
"1562659_at","LOC400548","400548"
"1562669_at","FAM83D","81610"
"1562674_at","LOC388692","388692"
"1562677_at","SYNE1","23345"
"1562678_at","DMD","1756"
"1562681_at","KRTAP5-AS1","338651"
"1562683_a_at","LOC285547","285547"
"1562688_at","RPH3AL","9501"
"1562689_at","LOC151484","151484"
"1562694_at","C3orf65","646600"
"1562695_at","FOXN4","121643"
"1562696_at","TRIM14","9830"
"1562716_at","LOC284632","284632"
"1562717_at","LINC00299","339789"
"1562718_at","LOC100506795","100506795"
"1562722_at","PRR20A","122183"
"1562724_at","LOC286114","286114"
"1562727_at","XIST","7503"
"1562730_a_at","SYF2","25949"
"1562733_at","LINC00092","100188953"
"1562738_a_at","USP3-AS1","100130855"
"1562740_at","DNAJB8-AS1","285224"
"1562748_at","LOC253044","253044"
"1562755_at","CREB1","1385"
"1562762_at","C3orf56","285311"
"1562765_at","WWTR1-AS1","100128025"
"1562766_at","PRKX","5613"
"1562771_at","TNKS2","80351"
"1562772_a_at","DAND5","199699"
"1562776_at","LOC339807","339807"
"1562785_at","COL8A1","1295"
"1562787_at","LINC00982","440556"
"1562788_at","LOC254099","254099"
"1562789_at","ZNF229","7772"
"1562791_at","MGC27382","149047"
"1562793_at","FLJ46361","375940"
"1562794_at","NXPE3","91775"
"1562799_at","ARIH1","25820"
"1562805_at","TLR8-AS1","349408"
"1562810_at","CBX5","23468"
"1562815_at","EFCAB6","64800"
"1562821_a_at","DSCAM-AS1","100506492"
"1562825_at","DNAJC19","131118"
"1562829_at","LOC339568","339568"
"1562831_a_at","WDR11-AS1","283089"
"1562841_at","LOC339666","339666"
"1562844_at","LOC339822","339822"
"1562845_at","EP400","57634"
"1562847_at","EML1","2009"
"1562848_at","IST1","9798"
"1562849_at","GRM6","2916"
"1562852_at","EEF1DP3","196549"
"1562863_at","CCR6","1235"
"1562866_at","SYNJ2BP-COX16","100529257"
"1562871_at","AOX2P","344454"
"1562876_s_at","ATP13A3","79572"
"1562878_at","UBE2D3","7323"
"1562888_at","GLB1L3","112937"
"1562892_at","UQCRQ","27089"
"1562893_at","FAM173B","134145"
"1562895_at","DHX33","56919"
"1562898_at","SPN","6693"
"1562901_at","LOC400456","400456"
"1562903_at","FAM86B3P","286042"
"1562905_at","TCEANC2","127428"
"1562906_at","FAM170A","340069"
"1562909_at","LINC00862","554279"
"1562910_at","SH3PXD2B","285590"
"1562914_a_at","LINC00905","148231"
"1562915_at","INO80D","54891"
"1562916_at","LINC00102","100359394"
"1562920_at","FAM169A","26049"
"1562924_at","LOC340357","340357"
"1562930_at","SRRM2-AS1","100128788"
"1562933_at","CHRM3-AS1","100873984"
"1562940_at","DOCK7","85440"
"1562944_at","ELFN1","392617"
"1562946_at","LOC100505676","100505676"
"1562948_at","RNY4","6086"
"1562950_at","GID4","79018"
"1562960_at","DZIP1L","199221"
"1562962_at","RNF125","54941"
"1562972_at","LINC00929","503519"
"1562979_at","COL5A3","50509"
"1562982_at","OLR1","4973"
"1562983_at","LOC441025","441025"
"1562992_at","IVL","3713"
"1563014_at","INPP5F","22876"
"1563022_at","CCDC160","347475"
"1563027_at","ADCY1","107"
"1563035_x_at","SARM1","23098"
"1563036_at","EML6","400954"
"1563043_at","LINC00620","285375"
"1563044_at","SH3BP5-AS1","100505696"
"1563051_at","ZNF525","170958"
"1563062_at","SH2B2","10603"
"1563071_at","ADAMTSL4","54507"
"1563074_at","LOC255654","255654"
"1563079_at","LINC00701","399708"
"1563082_at","LINC00486","285045"
"1563088_a_at","LOC284837","284837"
"1563098_at","IGFN1","91156"
"1563099_at","CADM2-AS2","100874037"
"1563105_at","FLJ22184","80164"
"1563110_at","GPR98","84059"
"1563115_at","INF2","64423"
"1563118_at","STARD13","90627"
"1563121_at","MKNK1","8569"
"1563128_at","PDP1","54704"
"1563133_at","EOGT","285203"
"1563137_at","MGAT5B","146664"
"1563171_at","TLK1","9874"
"1563178_at","SYTL2","54843"
"1563186_at","POLI","11201"
"1563208_s_at","SNAP25-AS1","100131208"
"1563209_a_at","MACROD2","140733"
"1563210_at","PSMD5-AS1","253039"
"1563224_at","GPR55","9290"
"1563228_x_at","SLC38A10","124565"
"1563244_at","GNN","253724"
"1563246_at","LOC100270679","100270679"
"1563253_s_at","ERBB3","2065"
"1563260_at","LINC00587","414319"
"1563272_at","TBC1D8B","54885"
"1563274_at","ADD3-AS1","100505933"
"1563296_at","LINC00572","100861573"
"1563297_s_at","RCHY1","25898"
"1563302_at","TTC39B","158219"
"1563303_at","MAN1B1-AS1","100289341"
"1563315_s_at","ERICH1","157697"
"1563316_at","NEGR1-IT1","100852409"
"1563318_s_at","MAGIX","79917"
"1563321_s_at","MLLT10","8028"
"1563325_at","TDRP","157695"
"1563327_a_at","CXorf31","724087"
"1563331_at","EHBP1","23301"
"1563332_at","UMPS","7372"
"1563335_at","IRGM","345611"
"1563340_at","TGFBR3L","100507588"
"1563344_at","ZNF628","89887"
"1563345_at","SHPK","23729"
"1563357_at","SERPINB9","5272"
"1563367_at","MAPT-AS1","100128977"
"1563369_at","LINC00173","100287569"
"1563373_at","LOC731223","731223"
"1563385_at","LINC00307","266919"
"1563389_at","RAD50","10111"
"1563392_at","DCUN1D2","55208"
"1563404_at","LOC375295","375295"
"1563407_x_at","ATP4B","496"
"1563431_x_at","CALM3","808"
"1563445_x_at","CTSL","1514"
"1563450_at","DEFB107A","245910"
"1563453_at","AP4S1","11154"
"1563465_at","TMC7","79905"
"1563478_at","MAL2","114569"
"1563480_at","C12orf43","64897"
"1563483_at","FAM91A1","157769"
"1563486_at","RFC5","5985"
"1563487_at","CEBPA-AS1","80054"
"1563488_at","NUP107","57122"
"1563496_at","STL","7955"
"1563502_at","TRIM62","55223"
"1563505_at","PSMB2","5690"
"1563511_at","DKFZp451B082","401282"
"1563512_at","GPR4","2828"
"1563519_at","PAN3","255967"
"1563521_at","DIEXF","27042"
"1563524_a_at","ITPK1-AS1","319085"
"1563528_at","RAPGEF4-AS1","91149"
"1563533_at","RPUSD4","84881"
"1563549_a_at","ANO8","57719"
"1563553_at","NR2C2","7182"
"1563560_at","AHNAK","79026"
"1563565_at","LIFR","3977"
"1563568_at","LINC00559","100874187"
"1563571_at","SMIM14","201895"
"1563581_at","RPL34-AS1","285456"
"1563584_at","PRSS12","8492"
"1563606_a_at","LOC286359","286359"
"1563608_a_at","KCNT1","57582"
"1563610_at","LOC157273","157273"
"1563611_at","GTPBP10","85865"
"1563620_at","TRPC4","7223"
"1563632_at","TMEM72-AS1","220980"
"1563637_at","CLMN","79789"
"1563638_at","TVP23A","780776"
"1563641_a_at","SNX20","124460"
"1563649_at","C1orf140","400804"
"1563670_at","ZSCAN23","222696"
"1563674_at","FCRL2","79368"
"1563679_at","LOC150577","150577"
"1563690_at","PPP4R1","9989"
"1563696_at","ZNF776","284309"
"1563706_at","ACTL8","81569"
"1563715_at","KLRAP1","10748"
"1563721_at","MTMR6","9107"
"1563742_at","LINC00842","643650"
"1563743_at","C1orf180","439927"
"1563744_a_at","DISC1","27185"
"1563770_at","ZBTB8B","728116"
"1563783_a_at","ZNF333","84449"
"1563787_a_at","CAGE1","285782"
"1563792_at","CDC42BPB","9578"
"1563793_at","TMED10","10972"
"1563796_s_at","EARS2","124454"
"1563797_at","GAS7","8522"
"1563800_at","SLC30A7","148867"
"1563809_a_at","MCF2L","23263"
"1563816_at","GAB4","128954"
"1563821_at","LINC00858","170425"
"1563822_at","ASAP2","8853"
"1563827_at","LOC158434","158434"
"1563828_at","PAPL","390928"
"1563830_a_at","FHAD1","114827"
"1563845_at","TMEM220","388335"
"1563849_at","SH2D4B","387694"
"1563853_at","LOC283045","283045"
"1563862_at","LINC00346","283487"
"1563863_x_at","LOC101448202","101448202"
"1563867_at","LOC283194","283194"
"1563872_at","LOC284395","284395"
"1563874_at","WDR72","256764"
"1563876_at","C1orf220","400798"
"1563878_a_at","LOC338963","338963"
"1563887_at","MX1","4599"
"1563899_at","LCTL","197021"
"1563900_at","FAM83B","222584"
"1563903_x_at","MYH10","4628"
"1563927_a_at","LOC401463","401463"
"1563933_a_at","PLD5","200150"
"1563945_at","LOC284100","284100"
"1563969_at","FLJ33360","401172"
"1563975_at","USH1C","10083"
"1563983_at","TPT1-AS1","100190939"
"1564000_at","ANKRD31","256006"
"1564004_at","MAK16","84549"
"1564010_at","FAM105A","54491"
"1564012_at","LOC100132354","100132354"
"1564014_at","SLC7A2","6542"
"1564017_at","COL18A1-AS1","378832"
"1564022_at","ZNF804B","219578"
"1564027_a_at","FAM115C","285966"
"1564029_at","CHEK2","11200"
"1564031_a_at","RELL2","285613"
"1564040_a_at","TMEM235","283999"
"1564044_at","KNCN","148930"
"1564049_at","LOC339593","339593"
"1564051_at","KIAA1239","57495"
"1564053_a_at","YTHDF3","253943"
"1564056_at","KCNA1","3736"
"1564064_a_at","ATP11B","23200"
"1564069_at","HOTTIP","100316868"
"1564072_at","MYH16","84176"
"1564077_at","HSD17B4","3295"
"1564093_at","ZC3H6","376940"
"1564109_at","LOC284865","284865"
"1564122_at","LINC00514","283875"
"1564130_x_at","SLU7","10569"
"1564131_a_at","BSN-AS2","100132677"
"1564138_at","FGD1","2245"
"1564144_at","JARID2","3720"
"1564148_at","PIGM","93183"
"1564150_a_at","C12orf79","256021"
"1564155_x_at","LINC00426","100188949"
"1564160_at","DTHD1","401124"
"1564164_at","EEF2K","29904"
"1564169_at","NHEJ1","79840"
"1564178_at","LINC00841","283033"
"1564192_at","ITPRIPL2","162073"
"1564193_at","LOC100652824","100652824"
"1564194_a_at","MS4A15","219995"
"1564202_at","APOL3","80833"
"1564204_at","LOC100130000","100130000"
"1564207_at","LINC00957","255031"
"1564209_at","LINC00700","282980"
"1564215_at","NDE1","54820"
"1564220_a_at","CFHR5","81494"
"1564231_at","IGLON5","402665"
"1564232_at","LOC100130872","100130872"
"1564257_at","ACTA2","59"
"1564263_at","LINC00330","144817"
"1564274_at","C9orf47","286223"
"1564276_at","OGFOD1","55239"
"1564281_at","LINC00491","285708"
"1564287_at","LINC00410","144776"
"1564301_a_at","RPAIN","84268"
"1564307_a_at","A2ML1","144568"
"1564308_a_at","MPP7","143098"
"1564315_at","C8orf49","606553"
"1564331_at","ZNF846","162993"
"1564333_a_at","PSAPL1","768239"
"1564336_at","HHLA3","11147"
"1564338_at","KANK4","163782"
"1564344_at","ATP9B","374868"
"1564352_at","CECR3","27442"
"1564357_at","ABHD12B","145447"
"1564358_at","TMEM30B","161291"
"1564367_at","CXXC1P1","392459"
"1564381_s_at","LOC100505876","100505876"
"1564386_at","MRVI1","10335"
"1564387_at","DOPEY1","23033"
"1564400_at","SMIM21","284274"
"1564402_at","WDR3","10885"
"1564414_a_at","PNLDC1","154197"
"1564421_at","LOC100507435","100507435"
"1564431_a_at","LCNL1","401562"
"1564435_a_at","KRT72","140807"
"1564439_a_at","MRGPRG-AS1","283303"
"1564444_at","LOC100130264","100130264"
"1564449_at","TTF1","7270"
"1564459_at","LOC100129427","100129427"
"1564460_at","LOC286442","286442"
"1564463_at","LOC257396","257396"
"1564466_at","FLJ37644","400618"
"1564472_at","PDGFA","5154"
"1564474_at","SERPINB13","5275"
"1564475_s_at","ZBED3-AS1","728723"
"1564494_s_at","P4HB","5034"
"1564504_at","ASIC5","51802"
"1564511_a_at","FSTL4","23105"
"1564533_at","LOC643711","643711"
"1564539_at","LOC647323","647323"
"1564561_at","NOSTRIN","115677"
"1564568_at","S1PR3","1903"
"1564573_at","IFITM10","402778"
"1564591_a_at","TMC1","117531"
"1564610_at","FLJ26245","400533"
"1564620_at","SCRN2","90507"
"1564630_at","EDN1","1906"
"1564632_at","ARL6IP4","51329"
"1564637_a_at","FAM98B","283742"
"1564639_at","ZNF271","10778"
"1564651_at","SMIM13","221710"
"1564653_s_at","LINC00971","440970"
"1564656_at","C6orf47","57827"
"1564660_at","C4orf26","152816"
"1564665_at","PLA2G12A","81579"
"1564670_at","PXMP4","11264"
"1564679_at","ASB15","142685"
"1564683_at","ZNF497","162968"
